Reporting Date,Deal Name,Deal ID,Rate,% SCYLLA Impressions,Impressions,Gross Revenue,eCPM,Bid Requests,Valid Bid Responses,Bid Responses,Response Rate,Win Rate (Client),Avg Bid CPM,AVG% above Floor price needed to win Bid (CPM)
5/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"242,416","$1,557.94 ",$6.43 ,"866,427,200","844,531","853,865",0.10%,28.70%,$6.50 ,103.34%
5/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,"361,347","$6,877.33 ",$19.03 ,"305,836,900","857,156","859,077",0.28%,42.16%,$19.16 ,273.71%
5/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$1.00 ,"341,700","$6,007.06 ",$17.58 ,"866,427,200","852,042","854,627",0.10%,40.10%,$17.40 ,276.63%
5/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"452,735","$7,708.08 ",$17.03 ,"576,693,000","2,355,008","2,359,102",0.41%,19.22%,$17.01 ,100.06%
5/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,005,111,200",0,0,0.00%,0.00%,$0.00 ,0.00%
5/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,"328,893","$6,026.46 ",$18.32 ,"866,427,200","795,692","797,985",0.09%,41.33%,$18.35 ,251.71%
5/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"501,180","$3,544.28 ",$7.07 ,"305,836,900","1,580,798","1,614,190",0.52%,31.70%,$7.10 ,101.43%
5/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"425,688","$3,117.23 ",$7.32 ,"866,427,200","1,433,623","1,445,729",0.17%,29.69%,$7.34 ,100.69%
5/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,"150,027","$2,576.99 ",$17.18 ,"558,924,400","588,561","589,546",0.11%,25.49%,$17.10 ,100.59%
5/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,125,639,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"472,544","$3,330.74 ",$7.05 ,"291,411,500","1,507,085","1,521,239",0.52%,31.35%,$7.04 ,100.57%
5/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,"321,221","$6,047.09 ",$18.83 ,"866,297,200","692,438","694,412",0.08%,46.39%,$18.82 ,258.16%
5/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"304,277","$1,930.69 ",$6.35 ,"866,297,200","1,136,878","1,148,272",0.13%,26.76%,$6.35 ,100.95%
5/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"404,328","$2,962.39 ",$7.33 ,"866,297,200","1,355,779","1,364,962",0.16%,29.82%,$7.32 ,100.41%
5/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$1.00 ,"293,027","$5,139.13 ",$17.54 ,"866,297,200","630,299","631,568",0.07%,46.49%,$17.23 ,273.93%
5/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,"358,939","$6,807.99 ",$18.97 ,"291,411,500","690,507","690,987",0.24%,51.98%,$18.97 ,271.00%
5/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"558,924,400",0,0,0.00%,0.00%,$0.00 ,0.00%
5/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"187,659","$3,208.85 ",$17.10 ,"558,924,400","611,725","612,768",0.11%,30.68%,$17.06 ,100.35%
5/23/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"542,314,900",0,0,0.00%,0.00%,$0.00 ,0.00%
5/23/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,"164,712","$2,810.55 ",$17.06 ,"542,314,900","847,931","848,227",0.16%,19.43%,$17.04 ,100.24%
5/23/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$1.00 ,31,$0.40 ,$13.02 ,"821,281,000",48,48,0.00%,64.58%,$12.12 ,192.69%
5/23/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,100,$1.63 ,$16.28 ,"285,685,500",141,141,0.00%,70.92%,$16.21 ,231.57%
5/23/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"404,972","$2,959.16 ",$7.31 ,"821,281,000","1,548,237","1,561,600",0.19%,26.16%,$7.30 ,100.14%
5/23/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,193,332,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/23/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"431,674","$3,031.05 ",$7.02 ,"285,685,500","1,624,353","1,631,532",0.57%,26.58%,$7.02 ,100.29%
5/23/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,84,$0.78 ,$9.24 ,"821,281,000",150,150,0.00%,56.00%,$9.42 ,129.22%
5/23/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"134,903","$2,302.47 ",$17.07 ,"542,314,900","370,745","370,892",0.07%,36.39%,$17.04 ,100.24%
5/23/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"347,074","$2,198.61 ",$6.33 ,"821,281,000","1,693,175","1,715,026",0.21%,20.50%,$6.33 ,100.64%
5/24/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$1.00 ,"178,446","$2,915.58 ",$16.34 ,"787,650,100","432,935","434,275",0.06%,41.22%,$15.81 ,251.35%
5/24/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"483,073","$3,391.72 ",$7.02 ,"282,354,700","1,908,596","1,913,703",0.68%,25.31%,$7.02 ,100.29%
5/24/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,"89,990","$1,655.83 ",$18.40 ,"282,354,700","160,093","160,170",0.06%,56.21%,$18.58 ,265.43%
5/24/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"378,500","$2,765.27 ",$7.31 ,"787,650,100","1,603,339","1,621,243",0.20%,23.61%,$7.30 ,100.14%
5/24/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,438,495,500",0,0,0.00%,0.00%,$0.00 ,0.00%
5/24/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"573,991,800",0,0,0.00%,0.00%,$0.00 ,0.00%
5/24/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"308,836","$1,963.32 ",$6.36 ,"787,650,100","1,791,399","1,827,983",0.23%,17.24%,$6.37 ,101.27%
5/24/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,"108,820","$1,907.29 ",$17.53 ,"787,650,100","246,131","246,607",0.03%,44.21%,$17.73 ,243.21%
5/24/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"171,423","$2,928.99 ",$17.09 ,"573,991,800","495,525","495,591",0.09%,34.59%,$17.05 ,100.29%
5/24/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,"136,917","$2,346.09 ",$17.14 ,"573,991,800","593,340","593,389",0.10%,23.08%,$17.15 ,100.88%
5/25/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,617,116,200",0,0,0.00%,0.00%,$0.00 ,0.00%
5/25/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"388,897","$2,843.23 ",$7.31 ,"842,625,400","1,559,729","1,570,217",0.19%,24.93%,$7.32 ,100.41%
5/25/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"216,401","$3,696.96 ",$17.08 ,"623,148,800","599,631","599,680",0.10%,36.09%,$17.05 ,100.29%
5/25/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$1.00 ,"1,441",$16.01 ,$11.11 ,"842,625,400","3,904","3,917",0.00%,36.91%,$10.06 ,159.94%
5/25/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,"3,700",$52.43 ,$14.17 ,"320,018,800","5,765","5,771",0.00%,64.18%,$14.29 ,204.14%
5/25/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"308,712","$1,977.10 ",$6.40 ,"842,625,400","1,637,079","1,652,863",0.19%,18.86%,$6.47 ,102.86%
5/25/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,5,$0.09 ,$17.22 ,"623,148,800",13,13,0.00%,38.46%,$17.15 ,100.88%
5/25/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"466,806","$3,281.82 ",$7.03 ,"320,018,800","1,757,055","1,762,549",0.55%,26.57%,$7.05 ,100.71%
5/25/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,"3,844",$49.28 ,$12.82 ,"842,625,400","8,460","8,496",0.00%,45.44%,$12.50 ,171.47%
5/25/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"623,148,800",0,0,0.00%,0.00%,$0.00 ,0.00%
5/26/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"950,774,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/26/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"687,404,100",0,0,0.00%,0.00%,$0.00 ,0.00%
5/26/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"237,424","$4,045.78 ",$17.04 ,"687,404,100","566,323","566,374",0.08%,41.92%,$17.03 ,100.18%
5/26/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"687,404,100",0,0,0.00%,0.00%,$0.00 ,0.00%
5/26/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"394,507","$2,879.33 ",$7.30 ,"950,774,000","1,469,540","1,477,482",0.15%,26.85%,$7.31 ,100.27%
5/26/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"311,576","$1,976.78 ",$6.34 ,"950,774,000","1,514,682","1,527,795",0.16%,20.57%,$6.41 ,101.91%
5/26/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"950,774,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/26/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"358,894,900",0,0,0.00%,0.00%,$0.00 ,0.00%
5/26/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,712,324,900",0,0,0.00%,0.00%,$0.00 ,0.00%
5/26/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"459,853","$3,223.28 ",$7.01 ,"358,894,900","1,528,397","1,532,684",0.43%,30.09%,$7.02 ,100.29%
5/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"995,821,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"399,057","$2,911.58 ",$7.30 ,"995,821,600","1,345,103","1,352,450",0.14%,29.67%,$7.30 ,100.14%
5/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"995,821,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"183,764","$3,133.84 ",$17.05 ,"595,353,700","477,312","477,411",0.08%,38.50%,$17.04 ,100.24%
5/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"309,656,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"595,353,700",0,0,0.00%,0.00%,$0.00 ,0.00%
5/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"467,872","$3,279.71 ",$7.01 ,"309,656,600","1,575,896","1,584,741",0.51%,29.69%,$7.01 ,100.14%
5/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"595,353,700",0,0,0.00%,0.00%,$0.00 ,0.00%
5/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"299,228","$1,894.37 ",$6.33 ,"995,821,600","1,235,354","1,244,744",0.12%,24.22%,$6.37 ,101.27%
5/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,365,580,700",0,0,0.00%,0.00%,$0.00 ,0.00%
5/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"324,520","$5,532.06 ",$17.05 ,"583,380,600","1,400,922","1,401,017",0.24%,23.16%,$17.02 ,100.12%
5/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"337,425","$2,129.85 ",$6.31 ,"935,673,700","1,445,641","1,457,330",0.15%,23.34%,$6.33 ,100.64%
5/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"583,380,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"935,673,700",0,0,0.00%,0.00%,$0.00 ,0.00%
5/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"418,843","$2,941.76 ",$7.02 ,"303,057,700","1,552,809","1,558,927",0.51%,26.97%,$7.01 ,100.14%
5/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,262,480,100",0,0,0.00%,0.00%,$0.00 ,0.00%
5/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"412,258","$3,012.90 ",$7.31 ,"935,673,700","1,459,970","1,467,971",0.16%,28.24%,$7.30 ,100.14%
5/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"303,057,700",0,0,0.00%,0.00%,$0.00 ,0.00%
5/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"583,380,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"935,673,700",0,0,0.00%,0.00%,$0.00 ,0.00%
5/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"899,560,800",0,0,0.00%,0.00%,$0.00 ,0.00%
5/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"439,466","$7,474.43 ",$17.01 ,"569,120,100","2,244,642","2,244,708",0.39%,19.58%,$17.00 ,100.00%
5/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"569,120,100",0,0,0.00%,0.00%,$0.00 ,0.00%
5/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"569,120,100",0,0,0.00%,0.00%,$0.00 ,0.00%
5/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,241,315,400",0,0,0.00%,0.00%,$0.00 ,0.00%
5/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"424,915","$3,101.99 ",$7.30 ,"899,560,800","1,443,697","1,467,164",0.16%,29.43%,$7.27 ,99.73%
5/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"430,343","$3,017.24 ",$7.01 ,"308,184,900","1,622,429","1,628,742",0.53%,26.52%,$7.01 ,100.14%
5/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"304,875","$1,923.63 ",$6.31 ,"899,560,800","1,301,838","1,310,991",0.14%,23.42%,$6.33 ,100.64%
5/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"899,560,800",0,0,0.00%,0.00%,$0.00 ,0.00%
5/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"308,184,900",0,0,0.00%,0.00%,$0.00 ,0.00%
